GENE,MF: ESCA,METH: ESCA,GE: ESCA,CNA: ESCA,hsa04010,hsa04115,hsa04310,hsa04340,hsa04350
PIK3R5,0.0,0.3525526905793026,0.0141592526846485,0.0,0,0,0,0,0
PIK3CG,0.0,0.2335421661813241,0.0097495426322727,0.0,0,0,0,0,0
PLEKHA2,0.0,0.0338645435309508,0.0126046461194895,0.5172413793103449,0,0,0,0,0
PTPN13,0.0257907621073627,0.2677124337332281,0.0201556440321783,0.0,0,0,0,0,0
PLEKHA1,0.0,0.0222960919694772,0.0179698692254108,0.0,0,0,0,0,0
MTMR6,0.0,0.0419323453542568,0.0569719672811764,0.0,0,0,0,0,0
SBF2,0.0270663167005612,0.0069986934314936,0.048679981485693,0.0,0,0,0,0,0
MTM1,0.0,0.193635893968754,0.013937481182432,0.0,0,0,0,0,0
MTMR12,0.0269248919738864,0.0021678197477998,0.0928791939570284,0.0,0,0,0,0,0
GAB2,0.0,0.0080962121158686,0.1091424137839014,0.0,0,0,0,0,0
ITPR1,0.0262364684954519,0.0511108989943792,0.1199001834166996,0.0,0,0,0,0,0
MRVI1,0.0,0.0429794530855453,0.1801359226670471,0.0,0,0,0,0,0
PTPN6,0.0,0.0453958304308458,0.0464506072072583,0.0,0,0,0,0,0
PECAM1,0.0,0.0,0.0,0.0,0,0,0,0,0
PTPN11,0.0,0.0023973215924394,0.0075878977617601,0.0,0,0,0,0,0
IL6R,0.0,0.0020126112943819,0.0854224274651067,0.6413793103448276,0,0,0,0,0
IL6,0.0,0.1428046535910234,0.0160049730349377,0.0,0,0,0,0,0
STAT1,0.0,0.0049748548985554,0.1397924532083109,0.0,0,0,0,0,0
STAT3,0.0,0.0382696836598019,0.0284418797051772,0.0,0,0,0,0,0
KDR,0.0270618100539058,0.0,0.0788953446011056,0.0,1,0,0,0,0
HRG,0.0,0.0087997397720652,0.0998847453605074,0.0,0,0,0,0,0
PLG,0.0,0.1726718491311185,0.0,0.0,0,0,0,0,0
ANXA2,0.0,0.0086286825744649,0.1890544561539023,0.0,0,0,0,0,0
S100A10,0.0,0.0374161393317789,0.1139487334506043,0.6413793103448276,0,0,0,0,0
SERPINF2,0.0269936846017208,0.0877724356230832,0.0816890731221221,0.0,0,0,0,0,0
PLAU,0.0540783187795297,0.0316956184756796,0.2485369150405094,0.0,0,0,0,0,0
PLAUR,0.027058506124379,0.0923247290093745,0.1500559231808268,0.0,0,0,0,0,0
ATP7A,0.0,0.2056789014592672,0.0438137164890965,0.0,0,0,0,0,0
PDZD11,0.0,0.2701744199453543,0.056015046245625,0.0,0,0,0,0,0
CLCN7,0.0,0.0124016938598725,0.002477686423196,0.4482758620689656,0,0,0,0,0
OSTM1,0.0,0.0012713950668896,0.0376824670760947,0.3793103448275863,0,0,0,0,0
TXN,0.0,0.0078896294130644,0.0932250166079355,0.0,0,0,0,0,0
TXNIP,0.0,0.0762675344184457,0.1770011008556931,0.6413793103448276,0,0,0,0,0
NLRP3,0.0,0.3328243875520135,0.0264150683886967,0.0,0,0,0,0,0
MEFV,0.0269833739605923,0.3008085586643432,0.0721892068830918,0.0,0,0,0,0,0
PSTPIP1,0.0,0.1516771793423139,0.0569601305372418,0.0,0,0,0,0,0
PYCARD,0.0,0.3861633861523942,0.1993545187490704,0.0,0,0,0,0,0
CGA,0.0,0.1317384213426726,0.2563605586204001,0.3793103448275863,0,0,0,0,0
LHB,0.0,0.0526461581313593,0.0592141491683179,0.0,0,0,0,0,0
AVPR2,0.0,0.0,0.1131242582354381,0.4758620689655173,0,0,0,0,0
AVP,0.0,0.1582273193425335,0.0,0.0,0,0,0,0,0
GCG,0.054222006624794,0.3493677581423939,0.0,0.0,0,0,0,0,0
GCGR,0.0,0.0,0.070507163660954,0.0,0,0,0,0,0
RAMP3,0.0,0.1388312870565858,0.0850776707467335,0.0,0,0,0,0,0
CALCR,0.0269391002021808,0.3045668064892266,0.0270636404989554,0.7862068965517242,0,0,0,0,0
RAMP1,0.0271037530842015,0.1198121739248837,0.1513621158620535,0.0,0,0,0,0,0
TSHB,0.0,0.1393088141799756,0.0,0.4413793103448275,0,0,0,0,0
GPHB5,0.0,0.1394034981135837,0.0,0.0,0,0,0,0,0
GPHA2,0.0,0.4044476004227488,0.0,0.0,0,0,0,0,0
CALCRL,0.0269250091390834,0.0,0.0102847697050215,0.0,0,0,0,0,0
RAMP2,0.0,0.4018246280067064,0.0312810199842019,0.0,0,0,0,0,0
GLP2R,0.0,0.422906961027887,0.3427927999931664,0.0,0,0,0,0,0
FSHB,0.0,0.8228765389819002,0.0,0.0,0,0,0,0,0
ITGAV,0.0537548940853959,0.0066518912950678,0.0144683720093062,0.0,0,0,0,0,0
ITGB5,0.0,0.0010298204140793,0.0146230632858353,0.0,0,0,0,0,0
STX4,0.0,0.0021388551710694,0.008540858685657,0.0,0,0,0,0,0
SEC22B,0.0,0.0135266082026345,0.0,0.6413793103448276,0,0,0,0,0
GLI3,0.0269286164803317,0.3390758529302222,0.0099750656315937,0.0,0,0,0,1,0
PTCH1,0.0,0.1417753233035613,0.0573111394635995,0.0,0,0,0,1,0
GLI1,0.0267722894457678,0.0055818779282612,0.0446522641503208,0.0,0,0,0,1,0
GLI2,0.0,0.9837059503276888,0.0433947575307872,0.4137931034482759,0,0,0,1,0
SUFU,0.0,0.0160336085006538,0.0001433603888519,0.0,0,0,0,1,0
NUMB,0.0,0.0165697254213433,0.000748550433059,0.0,0,0,0,0,0
ITCH,0.0268435422618691,0.0132166520743694,0.0066547244653925,0.0,0,0,0,0,0
ABHD5,0.0,0.0,0.035822705300016,0.0,0,0,0,0,0
PLIN1,0.0,0.0629252672432036,0.1779918673636328,0.4,0,0,0,0,0
LIPE,0.0,0.0762419042010227,0.0174866814054384,0.0,0,0,0,0,0
FABP4,0.0,0.2702950097062189,0.2220224342961975,0.0,0,0,0,0,0
KCNJ16,0.0533199369810427,0.0314302689106604,0.0,0.0,0,0,0,0,0
KCNJ15,0.0,0.0731612709449175,0.1738797665760699,0.0,0,0,0,0,0
KCNJ10,0.0,0.1092182117791147,0.251305210611029,0.6413793103448276,0,0,0,0,0
CXCL16,0.0,0.0012027278995832,0.1008693651343296,0.0,0,0,0,0,0
CXCR6,0.0,0.0,0.0400791254816817,0.0,0,0,0,0,0
C5AR1,0.0,0.143504256611566,0.0708049642858689,0.0,0,0,0,0,0
C5,0.0,0.0,0.1404400675054836,0.0,0,0,0,0,0
CX3CL1,0.0,0.0743778889117064,0.008124552653191,0.0,0,0,0,0,0
CX3CR1,0.0266879055326369,0.1697326474229297,0.0036486965354525,0.0,0,0,0,0,0
TAS1R2,0.0,0.1569176524961003,0.0,0.0,0,0,0,0,0
TAS1R3,0.0,0.3518729425560756,0.0091194368138741,0.0,0,0,0,0,0
TAS1R1,0.0,0.5507286353834067,0.1192553862399644,0.0,0,0,0,0,0
GABBR2,0.0,0.3493732976064285,0.1992253243612002,0.0,0,0,0,0,0
GABBR1,0.0,0.1108928259510981,0.0398701834317674,0.0,0,0,0,0,0
IL10RB,0.0270925291347478,0.0164392853633952,0.0062643017284214,0.0,0,0,0,0,0
GABPB1,0.0,0.0062998774555616,0.0660607007101278,0.0,0,0,0,0,0
GABPA,0.0,0.0165753044137486,0.0273784226605725,0.0,0,0,0,0,0
TNPO1,0.0268718030204552,0.0589236963185103,0.018760920514024,0.0,0,0,0,0,0
KIF17,0.0267418270611666,0.192182256037131,0.0487963001202504,0.0,0,0,0,0,0
GSTA1,0.0,0.0290997939290036,0.3642160068632744,0.0,0,0,0,0,0
GSTA2,0.027117462625417,0.0,0.0,0.0,0,0,0,0,0
GCLC,0.0,0.0118761180598648,0.0136374275098749,0.0,0,0,0,0,0
GCLM,0.0,0.000771610638319,0.0616615398044002,0.0,0,0,0,0,0
INS,0.0,0.4332636400362206,0.0,0.5448275862068965,1,0,0,0,0
INSR,0.0268014423069028,0.0573704864031767,0.0793109619584676,0.0,1,0,0,0,0
ABCD2,0.0,0.0541410024173945,0.1319684275194492,0.0,0,0,0,0,0
ABCD1,0.0,0.3508522842113752,0.0980287745926284,0.4758620689655173,0,0,0,0,0
ABCD3,0.0,0.0014294359920648,0.0797757987075304,0.0,0,0,0,0,0
ABCG5,0.0,0.0221370028727641,0.0295482926817987,0.0,0,0,0,0,0
ABCG8,0.0,0.0,0.0088646014911428,0.0,0,0,0,0,0
CHRNB2,0.0,0.0116761415017455,0.1261746236167758,0.6413793103448276,0,0,0,0,0
CHRNA4,0.0539731952113228,0.3291358121789695,0.0,0.0,0,0,0,0,0
CHRNA3,0.0,0.3374853456133732,0.0530786712476987,0.0,0,0,0,0,0
CHRNB4,0.0,0.0210261890096841,0.1458712289897437,0.0,0,0,0,0,0
FOXM1,0.0,0.001865486224297,0.2890388903281949,0.0,0,0,0,0,0
PLK1,0.0,0.0068638244988451,0.1975452030718916,0.0,0,0,0,0,0
CENPF,0.0270067498384196,0.0017127058682633,0.2233659085923718,0.0,0,0,0,0,0
TACR1,0.0,0.2342050824966137,0.1735765113632758,0.0,0,0,0,0,0
TAC1,0.0,0.7921843566974583,0.0,0.0,0,0,0,0,0
TACR2,0.0,0.0632323675619691,0.1482229360881249,0.3172413793103448,0,0,0,0,0
OXTR,0.0,0.0634464786134741,0.0413150732056187,0.0,0,0,0,0,0
OXT,0.0,0.1051908554671067,0.0498465555713872,0.0,0,0,0,0,0
CRH,0.0,0.0569076483447611,0.0,0.0,0,0,0,0,0
CRHBP,0.0,0.1457258389462496,0.0715976059253583,0.0,0,0,0,0,0
ADGRE5,0.0,0.0040263137344767,0.0,0.0,0,0,0,0,0
CD55,0.0,0.0475628188293686,0.0569139702639482,0.0,0,0,0,0,0
CBY1,0.0,0.0115111254534017,0.0079417371300952,0.0,0,0,1,0,0
CTNNB1,0.0,0.0,0.0284510099545836,0.0,0,0,1,0,0
CTNNBIP1,0.0,0.0015886701231485,0.0533976344099509,0.0,0,0,1,0,0
CHD8,0.0262142808590343,0.0,0.0128042097950173,0.0,0,0,1,0,0
MCFD2,0.0,0.009520082265058,0.0303402827940096,0.0,0,0,0,0,0
LMAN1,0.0,0.0168300533293024,0.0572263400247601,0.7724137931034484,0,0,0,0,0
TMED10,0.0,0.0050864138685403,0.0241365842851213,0.0,0,0,0,0,0
TMED2,0.0,0.0131119974474357,0.0128982966617462,0.0,0,0,0,0,0
CD4,0.0,0.0230095222120763,0.0754978991115223,0.0,0,0,0,0,0
LCK,0.0,0.0518422654560325,0.0988211669846289,0.0,0,0,0,0,0
RAB3GAP1,0.0,0.0305475556567065,0.01490913796293,0.0,0,0,0,0,0
RAB3GAP2,0.0812534244435194,0.0170805306833434,0.0142521012868335,0.0,0,0,0,0,0
NTRK2,0.0,0.1069837686661822,0.0149399612306379,0.0,1,0,0,0,0
BDNF,0.0512219283573283,0.4242944034740267,0.0554925693563867,0.0,1,0,0,0,0
NTF4,0.0,0.1513770982439296,0.3432224460277038,0.0,1,0,0,0,0
IL2RB,0.0,0.1452762393749289,0.1283776908019205,0.0,0,0,0,0,0
JAK1,0.0270838436241199,0.0094691512051287,0.0104797629235676,0.0,0,0,0,0,0
JAK3,0.0,0.2131077878006139,0.0592561339068959,0.0,0,0,0,0,0
IL2RG,0.0270485991744787,0.2054709594351542,0.087627061415845,0.0,0,0,0,0,0
PTK2B,0.0268329077407765,0.0020182509813548,0.0178725976838188,0.5172413793103449,0,0,0,0,0
EBI3,0.0,0.1521852172420429,0.0064550368182291,0.0,0,0,0,0,0
IL27,0.0,0.1596826344397835,0.134309792372963,0.0,0,0,0,0,0
NECTIN1,0.0,0.0048142223806974,0.0,0.0,0,0,0,0,0
NECTIN3,0.0,0.0138353471001325,0.0,0.0,0,0,0,0,0
NECTIN4,0.0,0.1170613138580893,0.0,0.0,0,0,0,0,0
NECTIN2,0.0,0.0049411646006371,0.0,0.0,0,0,0,0,0
PVR,0.0,0.0378560179957457,0.0507074216410709,0.0,0,0,0,0,0
IL12B,0.0,0.0967100590813874,0.1000043653383891,0.0,0,0,0,0,0
IL12A,0.0,0.0195544693129243,0.0204042124427549,0.0,0,0,0,0,0
IL12RB1,0.0269638906573823,0.0768635641331716,0.0768479188701315,0.0,0,0,0,0,0
IL12RB2,0.0,0.4580308110872793,0.1058082330222537,0.0,0,0,0,0,0
JAK2,0.0270606816339677,0.0055626631111244,0.0387518989879284,0.0,0,0,0,0,0
TLR2,0.053636969284483,0.0,0.0932708053200229,0.0,0,0,0,0,0
TLR1,0.0,0.1431858558480693,0.0628052417611389,0.0,0,0,0,0,0
TLR6,0.0268707146348912,0.0,0.1279688990977484,0.0,0,0,0,0,0
RBPJ,0.0529539327587815,0.0086637568100509,0.0226253850968788,0.0,0,0,0,0,0
SNW1,0.0,0.0201405445922402,0.0370233364208739,0.0,0,0,0,0,0
NOTCH1,0.1622577702162624,0.001336498544654,0.1155319619792877,0.0,0,0,0,0,0
HIF1A,0.0,0.0222392777745051,0.0785065753860399,0.0,0,0,0,0,0
JAG1,0.0540352648520771,0.0044165559873291,0.0741349732067649,0.0,0,0,0,0,0
JAG2,0.0,0.039012663946897,0.1371125978301244,0.0,0,0,0,0,0
CBL,0.0532606297537128,0.0050985909999524,0.0129866664122201,0.0,0,0,0,0,0
NCAM1,0.0262212238061337,0.1046875496644617,0.4029873829764912,0.0,0,0,0,0,0
NCAN,0.0,0.3622696161263728,0.0517500901061707,0.0,0,0,0,0,0
COL4A2,0.0,0.4764791606500983,0.0957883275687269,0.0,0,0,0,0,0
COL4A1,0.0,0.4647435046609176,0.0966339421185192,0.0,0,0,0,0,0
HLA-C,0.0,0.0774705550397922,0.097542247730263,0.0,0,0,0,0,0
B2M,0.0,0.0089932666317431,0.0630179652032201,0.0,0,0,0,0,0
KIR2DS5,0.0,0.0,0.0,0.0,0,0,0,0,0
TYROBP,0.0,0.024595735004908,0.1251101116694817,0.0,0,0,0,0,0
CLEC5A,0.0,0.1946761554428371,0.175341272850302,0.0,0,0,0,0,0
NCR2,0.0,0.1918503737214066,0.0814428298704267,0.0,0,0,0,0,0
SIRPB1,0.0269972462275088,0.0,0.0747667877689889,0.0,0,0,0,0,0
TREM1,0.0,0.4206061665118662,0.2230074131799649,0.0,0,0,0,0,0
TREM2,0.0,0.4358061565649751,0.2403788574773547,0.0,0,0,0,0,0
CD300E,0.0,0.6774787494319846,0.0871348231622469,0.0,0,0,0,0,0
CD300LB,0.0,0.1071207760785346,0.0181835554386514,0.0,0,0,0,0,0
GRAP2,0.0,0.4009368716282978,0.0209494038856946,0.0,0,0,0,0,0
LCP2,0.0539393700145826,0.4072682496035167,0.0513675516741,0.0,0,0,0,0,0
SPRY2,0.0,0.0114465774551288,0.0408451348834376,0.0,0,0,0,0,0
DAB2,0.0268435163380768,0.0471051788748204,0.0627594186118881,0.0,0,0,0,0,0
LRP2,0.1066010661558112,0.2937764699863965,0.0170325493826854,0.0,0,0,0,1,0
VAMP7,0.0269786167850156,0.0,0.0228712514354247,0.0,0,0,0,0,0
AGFG1,0.0,0.0065908044739767,0.0776120002889458,0.0,0,0,0,0,0
AMPH,0.0,0.3798506121664203,0.1236568971125407,0.0,0,0,0,0,0
BIN1,0.0,0.0123082891934856,0.0555003041587127,0.0,0,0,0,0,0
SQSTM1,0.0,0.0045235417288487,0.0371045751375844,0.0,0,0,0,0,0
MAP3K3,0.0,0.0047509599178984,0.0383056010182952,0.0,1,0,0,0,0
EIF4EBP1,0.0,0.0120334600228016,0.0845506917645922,0.5172413793103449,0,0,0,0,0
EIF4E,0.0,0.0664783502558984,0.0274788832841501,0.0,0,0,0,0,0
NOTCH2,0.0807390746498386,0.0,0.0045639779340522,0.6413793103448276,0,0,0,0,0
IL18BP,0.0,0.0647907138169793,0.0790818472638126,0.0,0,0,0,0,0
IL18,0.0,0.38469644261238,0.1492299892109349,0.0,0,0,0,0,0
IL18R1,0.0,0.032277990562953,0.0356536169313701,0.0,0,0,0,0,0
IL15,0.0266336174497697,0.0048377657766495,0.0509999665939618,0.0,0,0,0,0,0
IL15RA,0.0,0.0972467507322692,0.0688725538984403,0.3724137931034483,0,0,0,0,0
IRF3,0.0,0.0041897499077914,0.0560536404809126,0.0,0,0,0,0,0
IRF7,0.0,0.1284617244441467,0.0810015406988344,0.5448275862068965,0,0,0,0,0
CREBBP,0.0805775080856753,0.0224910843138084,0.0140457942609135,0.0,0,0,1,0,1
NOTCH3,0.1079277339881856,0.056976845172349,0.1458457094152336,0.0,0,0,0,0,0
ELF3,0.0,0.1191782563001339,0.0043711757765069,0.0,0,0,0,0,0
CNTN1,0.0792087321543838,0.2696731538534187,0.0601052284032605,0.0,0,0,0,0,0
MDK,0.0,0.0116939396704621,0.1700225076747421,0.0,0,0,0,0,0
DLL1,0.0,0.0825412693223322,0.0297482443343759,0.0,0,0,0,0,0
YBX1,0.0542876575758716,0.0032394174845133,0.0146670662699998,0.0,0,0,0,0,0
HEY1,0.0,0.0549845767566643,0.0701375608287375,0.0,0,0,0,0,0
FOXH1,0.0,0.0678282876432423,0.0264556539992438,0.0,0,0,0,0,0
DRAP1,0.0,0.0070956935199051,0.0664368182505253,0.0,0,0,0,0,0
CDON,0.0269973301367061,0.0074194939183955,0.1206965074149952,0.0,0,0,0,1,0
BOC,0.0268197497502324,0.2570904500798761,0.1324670541350202,0.0,0,0,0,1,0
IL23A,0.0,0.2493906916621693,0.1666421328498915,0.0,0,0,0,0,0
IL23R,0.0539810802024113,0.0,0.0436157248591596,0.0,0,0,0,0,0
STAT4,0.0269290353728443,0.0820375047562478,0.0148725016945218,0.0,0,0,0,0,0
KNG1,0.0,0.0,0.0257824397975477,0.0,0,0,0,0,0
C1QBP,0.0,0.0038393891093401,0.0767971817984413,0.0,0,0,0,0,0
F8,0.026975704749445,0.1088945183771684,0.0885663449038529,0.0,0,0,0,0,0
VWF,0.0540190592249829,0.0312126998338452,0.065864534614742,0.0,0,0,0,0,0
F9,0.0,0.3784316700656993,0.0,0.0,0,0,0,0,0
F13B,0.0,0.0,0.0,0.0,0,0,0,0,0
F13A1,0.0271487240842813,0.1633294063556871,0.1048109359613981,0.0,0,0,0,0,0
PROC,0.0,0.2417261546454969,0.0197143865928772,0.0,0,0,0,0,0
PROCR,0.0,7.547431731210886e-05,0.08881843558529,0.0,0,0,0,0,0
LY96,0.0,0.5206380604895411,0.0235158643227156,0.0,0,0,0,0,0
TLR4,0.0,0.1043839747534168,0.0771986004797008,0.0,0,0,0,0,0
S100A9,0.0,0.2043430722930644,0.299555264404391,0.6413793103448276,0,0,0,0,0
S100A8,0.0,0.6304852856694387,0.3418534672752142,0.6413793103448276,0,0,0,0,0
JUND,0.0,0.0061647095226431,0.0484033058070439,0.0,1,0,0,0,0
FOSB,0.0261911492145952,0.0061784479564936,0.1575244987827143,0.0,0,0,0,0,0
CFB,0.0,0.0400612507553153,0.0793353661969352,0.0,0,0,0,0,0
C3,0.0541447846152357,0.5193056217896425,0.0354189349789518,0.0,0,0,0,0,0
CKM,0.0,0.1191178979359656,0.7573612544971788,0.0,0,0,0,0,0
CKB,0.0,0.1834703048554519,0.3929011830212573,0.0,0,0,0,0,0
PRDX6,0.02713848600447,0.0073322618307747,0.0250568810289233,0.0,0,0,0,0,0
GSTP1,0.0,0.0786247770918853,0.1804222254161165,0.0,0,0,0,0,0
HSF1,0.0,0.0065729712309096,0.0310295367016581,0.0,0,0,0,0,0
HSBP1,0.0,0.0075905236592048,0.0405168061927993,0.0,0,0,0,0,0
YWHAE,0.0,0.0097999788608412,0.069049421905147,0.0,0,0,0,0,0
CCAR2,0.0,0.0,0.0068383787820565,0.0,0,0,1,0,0
SIRT1,0.0,0.0060502083873007,0.0464324802679785,0.3172413793103448,0,0,1,0,0
ID1,0.0,0.0029450255514785,0.0293261327495063,0.0,0,0,0,0,1
ETS2,0.0,0.0309743579428318,0.0586461488669629,0.0,0,0,0,0,0
ERF,0.0,7.715960221475705e-05,0.05084318375251,0.0,0,0,0,0,0
MAP3K5,0.0,0.0327634739867357,0.0549994228090549,0.0,1,0,0,0,0
CDKN2B,0.0,0.0010795049706037,0.045329096339179,0.0,0,0,0,0,1
CEBPB,0.0270925674587486,0.0042206715642245,0.0672679151676464,0.0,0,0,0,0,0
CLEC4C,0.0270554440632851,0.0,0.2747997318803241,0.0,0,0,0,0,0
FCER1G,0.0,0.0211488710663894,0.1544666883851976,0.6413793103448276,0,0,0,0,0
CLEC4E,0.0,0.1845497675308206,0.0191214797668014,0.0,0,0,0,0,0
MAP3K14,0.0268269497153015,0.0064029418253385,0.0,0.0,1,0,0,0,0
CHUK,0.0,0.0018700872104618,0.0143158400126009,0.0,1,0,0,0,0
NFKB2,0.0,0.0073468528451662,0.0637641552328715,0.0,1,0,0,0,0
RELB,0.0,0.1133244970605806,0.0868693534764359,0.0,1,0,0,0,0
MALT1,0.0269697778905712,0.0035259309387222,0.0341400513801147,0.0,0,0,0,0,0
CASP8,0.0538239726620421,0.5466148761584549,0.0705477514337329,0.0,0,0,0,0,0
CD209,0.0,0.0269182855140061,0.0154571960133445,0.0,0,0,0,0,0
ICAM2,0.0,0.0299524199263576,0.0306454663166336,0.0,0,0,0,0,0
GTSE1,0.0271381813646594,0.0007654871553544,0.1704259539463327,0.0,0,0,0,0,0
CDC20,0.0271294415777585,0.0046955234297321,0.2960095225720704,0.0,0,0,0,0,0
MAD2L1,0.0,0.0093531521454071,0.3019469789923467,0.0,0,0,0,0,0
MYC,0.0,0.009667971862782,0.0698692408140669,1.0,1,0,1,0,1
CDK2,0.0,0.0040389014918426,0.0913852382844253,0.0,0,0,0,0,0
CCNE1,0.0,0.0349268731302541,0.1851889396007584,0.3793103448275863,0,0,0,0,0
GMNN,0.0,0.0128917158789295,0.0230082801342914,0.0,0,0,0,0,0
CDT1,0.0,0.0673187943413934,0.2965699107139554,0.0,0,0,0,0,0
DBF4,0.0,0.0045268854895398,0.1342754668414461,0.0,0,0,0,0,0
CDC7,0.0,0.0097582025250849,0.1762913756608544,0.0,0,0,0,0,0
CCNA1,0.0,0.6570644709962211,0.1185112563594509,0.0,0,0,0,0,0
CCNA2,0.0,0.0074099502738355,0.2562269250656688,0.0,0,0,0,0,0
PHLDA1,0.0,0.0492432031088723,0.0237186172080839,0.3586206896551724,0,0,0,0,0
CTDNEP1,0.0,0.0029805350684526,0.0085867429673675,0.0,0,0,0,0,0
CNEP1R1,0.0,0.0,0.0099229483652428,0.0,0,0,0,0,0
ESPL1,0.0,0.007382033007371,0.3129585840430258,0.0,0,0,0,0,0
PTTG1,0.0,0.0175811924623781,0.3012241530880237,0.0,0,0,0,0,0
MAU2,0.0270778944528867,0.0121831907145243,0.0156832131065359,0.0,0,0,0,0,0
NIPBL,0.026768526750488,0.0125010902302213,0.0118309442982274,0.0,0,0,0,0,0
FBXO5,0.0,0.0182759811164814,0.1011990370865398,0.0,0,0,0,0,0
FERMT2,0.0,0.2102697924557144,0.094427787059473,0.0,0,0,0,0,0
FBLIM1,0.0,0.0550844203282788,0.0517079510238909,0.0,0,0,0,0,0
ITGB1,0.0,0.0101487828278969,0.0535017794668567,0.0,0,0,0,0,0
ILK,0.0,0.0055145961589906,0.0085913350130263,0.0,0,0,0,0,0
PARVA,0.0,0.0471023186648173,0.0165392760971936,0.0,0,0,0,0,0
ARHGEF6,0.0,0.2964737321474661,0.1140285668721668,0.0,0,0,0,0,0
PARVB,0.0,0.1048256475034239,0.0057856501612018,0.0,0,0,0,0,0
RSU1,0.0269633794695333,0.0074729541424401,0.0163156546359647,0.0,0,0,0,0,0
LIMS1,0.0268631319542998,0.0012595292910385,0.0067173244123243,0.0,0,0,0,0,0
ACTN1,0.0,0.004230146699697,0.0992578262913822,0.0,0,0,0,0,0
ITGA6,0.0266957614279385,7.142562696017976e-05,0.0724113483514209,0.4137931034482759,0,0,0,0,0
ITGB4,0.0,0.0133683422233335,0.1639997149668813,0.0,0,0,0,0,0
CD47,0.0,0.1036731404061435,0.0068268297029418,0.0,0,0,0,0,0
SIRPA,0.0,0.3230773372624829,0.0550323658380305,0.0,0,0,0,0,0
SIRPG,0.0269870089176719,0.3703021337944545,0.0521328620526852,0.0,0,0,0,0,0
NPHS1,0.0,0.2522698570264968,0.4814857497342169,0.0,0,0,0,0,0
KIRREL1,0.0,0.0,0.0,0.0,0,0,0,0,0
PPL,0.0,0.004413871165371,0.1380687270547048,0.0,0,0,0,0,0
EVPL,0.0,0.1117466095703241,0.1966687785126154,0.0,0,0,0,0,0
KAZN,0.0,0.0,0.0608802087410782,0.0,0,0,0,0,0
KLK5,0.0270786989515294,0.1324817177159585,0.2115402272534017,0.0,0,0,0,0,0
SPINK5,0.026980867302874,0.1954407901806419,0.0088097640022927,0.0,0,0,0,0,0
KLK12,0.0541808134314208,0.249095893646035,0.0826161781770017,0.0,0,0,0,0,0
SPINK6,0.0,0.1922241346321606,0.079282030891233,0.0,0,0,0,0,0
KLK13,0.0,0.1309168884028183,0.1290328125234585,0.0,0,0,0,0,0
KLK14,0.0,0.0190907010047366,0.0060059792718218,0.0,0,0,0,0,0
SPINK9,0.0,0.0,0.0,0.0,0,0,0,0,0
FGFR1,0.0257772309343671,0.2061635442008343,0.1020977772847358,0.5172413793103449,1,0,0,0,0
ANOS1,0.0,0.2713745260607391,0.0,0.0,0,0,0,0,0
ABCA1,0.0808008633873539,0.0058903047376258,0.04863075084365,0.0,0,0,0,0,0
APOA1,0.0,0.4436630684466093,0.3638844969073386,0.0,0,0,0,0,0
ANGPTL3,0.0,0.0315599635649317,0.0,0.0,0,0,0,0,0
ANGPTL8,0.0,0.0,0.0,0.0,0,0,0,0,0
UBA2,0.0,0.0050995509336454,0.0404972739255626,0.0,0,0,0,0,0
SAE1,0.0,0.0085291888357852,0.0586517657886314,0.0,0,0,0,0,0
CCND3,0.0,0.0461932436913123,0.0070101917971362,0.0,0,0,1,0,0
MAPK6,0.0,0.0038198608554823,0.1440018299397879,0.0,0,0,0,0,0
ITGA3,0.0,0.0003250765928138,0.1087165182299871,0.0,0,0,0,0,0
ITGA7,0.0269415069711281,0.1110119664686167,0.0960469125036909,0.0,0,0,0,0,0
ITGA2,0.0,0.0014540997574004,0.136061381980698,0.0,0,0,0,0,0
ITGA1,0.0,0.0288752782703806,0.0409460816055123,0.0,0,0,0,0,0
ATP6AP2,0.0267492229915663,0.0,0.0456961964916495,0.0,0,0,0,0,0
REN,0.0,0.0,0.0325514978831484,0.0,0,0,0,0,0
NSUN4,0.0270580338915575,0.004112843451227,0.0090543244823611,0.0,0,0,0,0,0
MTERF4,0.0,0.0072855345476146,0.0,0.0,0,0,0,0,0
ITGB3,0.0,0.1515324784516255,0.0820755384345764,0.0,0,0,0,0,0
ITGA2B,0.0,0.036949779601849,0.049480892758553,0.0,0,0,0,0,0
LDLR,0.0268906525942963,0.0271840081881569,0.0001208440878642,0.0,0,0,0,0,0
PCSK9,0.0271135081597313,0.0149057990135013,0.4389802448467015,0.0,0,0,0,0,0
TMEM173,0.0,0.1070404852871285,0.0551673550828272,0.0,0,0,0,0,0
TBK1,0.0,0.0024918013830659,0.0402969713861433,0.0,0,0,0,0,0
CD27,0.0,0.0693057537684971,0.0278080277586052,0.0,0,0,0,0,0
CD70,0.0,0.1674584515497279,0.1933587720588326,0.0,0,0,0,0,0
EDAR,0.0,0.046175756593676,0.2167790996453779,0.0,0,0,0,0,0
EDA,0.0,0.2799746692799774,0.1638718961360558,0.0,0,0,0,0,0
EDA2R,0.0,0.0,0.1081155116576104,0.0,0,0,0,0,0
TNFSF18,0.0,0.4637704587258584,0.1027509300495516,0.0,0,0,0,0,0
TNFRSF18,0.0,0.0287294238169221,0.1899285379759037,0.0,0,0,0,0,0
TNFRSF4,0.0,0.1329460655395176,0.1316655383818797,0.0,0,0,0,0,0
