Gene,MF: LIHC,METH: LIHC,GE: LIHC,CNA: LIHC,hsa04010,hsa04020,hsa04110,hsa04115,hsa04151,hsa04310,hsa04350,hsa04932,hsa04936,hsa05160,hsa05161
PRKCSH,0.0249390591956134,0.0360472913903583,0.0426941520519488,0.0,0,0,0,0,0,0,0,0,0,0,0
GANAB,0.0247791857142034,0.0657439797411106,0.0215734978316996,0.0,0,0,0,0,0,0,0,0,0,0,0
CALR,0.0250584337499715,0.0099907043434647,0.0597777814217352,0.0,0,0,0,0,0,0,0,0,0,0,0
CANX,0.0249707873326791,0.0191800362109193,0.0617855113846775,0.0,0,0,0,0,0,0,0,0,0,0,0
RAD51B,0.0,0.0250437406177397,0.0310045654451225,0.0,0,0,0,0,0,0,0,0,0,0,0
NME2,0.0,0.1251618086873006,0.0430799223203303,0.0,0,0,0,0,0,0,0,0,0,0,0
NME1,0.0,0.0036506839361829,0.1014711479318806,0.0,0,0,0,0,0,0,0,0,0,0,0
APPL1,0.0,0.0028074840668135,0.0121858216740587,0.0,0,0,0,0,0,0,0,0,0,0,0
DCC,0.0989347287499547,0.0493453219042239,0.1223840669487019,0.3468634686346865,0,0,0,0,0,0,0,0,0,0,0
MAGED1,0.0,0.0713800759084178,0.0356088017745224,0.0,0,0,0,0,0,0,0,0,0,0,0
UNC5A,0.0,0.0313911179780662,0.0718789208084642,0.0,0,0,0,0,0,0,0,0,0,0,0
PPP3R1,0.0,0.0578076841970849,0.0052767327916538,0.0,1,1,0,0,0,1,0,0,0,0,0
PPP3CC,0.0,0.0019842119689143,0.0240486517970144,0.0,1,1,0,0,0,1,0,0,0,0,0
BCL2,0.0,0.0099193374541711,0.0134047805827801,0.3468634686346865,0,0,0,1,1,0,0,0,0,0,1
BAD,0.0,0.0095718325768248,0.0159964937009612,0.0,0,0,0,0,1,0,0,0,0,1,1
BAK1,0.0,0.0155065202517268,0.0955290720999971,0.0,0,0,0,0,0,0,0,0,0,1,0
CYCS,0.0,0.0098032983188453,0.0426561797613709,0.0,0,0,0,1,0,0,0,1,0,1,1
XIAP,0.0,0.1031620083016066,0.0146664431624104,0.0,0,0,0,0,0,0,0,0,0,0,0
CASP3,0.0249746238716547,0.0003966375225974,0.0498661238846435,0.6346863468634687,1,0,0,1,0,0,0,1,1,1,1
CASP7,0.0,0.0181988887063806,0.0397188589177865,0.3874538745387454,0,0,0,0,0,0,0,1,0,0,0
CASP9,0.0248381463450077,0.0157182750639363,0.0174391784683489,0.0,0,0,0,1,1,0,0,0,0,1,1
DIABLO,0.0,0.039434856760419,0.0179827261833329,0.2177121771217712,0,0,0,0,0,0,0,0,0,0,0
DFFB,0.0250287081285259,0.0096483438958182,0.0405973945348145,0.5977859778597787,0,0,0,0,0,0,0,0,0,0,0
DFFA,0.0,0.0056163609406025,0.0276493200129276,0.0,0,0,0,0,0,0,0,0,0,0,0
KPNA1,0.0497301855209959,0.0684034674187565,0.0239102691683317,0.0,0,0,0,0,0,0,0,0,0,0,0
KPNB1,0.0249535920582269,0.0023156146654356,0.0647469779929685,0.0,0,0,0,0,0,0,0,0,0,0,0
PAK2,0.0,0.0121637437659871,0.0021952501739154,0.0,1,0,0,0,0,0,0,0,0,0,0
ARHGAP10,0.0250273280409569,0.2236074287012771,0.192508521447504,0.0,0,0,0,0,0,0,0,0,0,0,0
RIPK1,0.0498519937383891,0.0071493529394886,0.001619330882059,0.5867158671586716,0,0,0,0,0,0,0,0,1,1,0
RIPK3,0.0250425197616783,0.1116095810317634,0.0185615758014326,0.0,0,0,0,0,0,0,0,0,0,0,0
GCH1,0.0,0.0037896025735162,0.1682311234197113,0.0,0,0,0,0,0,0,0,0,0,0,0
GCHFR,0.0,0.0037470788098402,0.090534300273028,0.0,0,0,0,0,0,0,0,0,0,0,0
UBE2V1,0.0,0.0233878300865822,0.0195182026434481,0.0,0,0,0,0,0,0,0,0,0,0,0
TRAF6,0.0245818612865581,0.0041128866505893,0.0215944152924316,0.0,1,0,0,0,0,0,0,0,1,1,1
IRAK2,0.0,0.032048180015296,0.0495679812057999,0.0,0,0,0,0,0,0,0,0,0,0,0
HBEGF,0.0,0.0313113727085875,0.0777631619105895,0.0,0,0,0,0,0,0,0,0,0,0,0
CAPZA2,0.0248711185497448,0.0016253754983862,0.0290497808176559,0.5535055350553506,0,0,0,0,0,0,0,0,0,0,0
CAPZB,0.0,0.0061985200477475,0.0291003785348441,0.5239852398523986,0,0,0,0,0,0,0,0,0,0,0
CAPZA3,0.0250688678269314,0.2193098884323815,0.0970937740313956,0.0,0,0,0,0,0,0,0,0,0,0,0
CAPZA1,0.025022724509599,0.0028622841436827,0.0289959322531424,0.0,0,0,0,0,0,0,0,0,0,0,0
GORASP1,0.0,0.0,0.0213973379948143,0.0,0,0,0,0,0,0,0,0,0,0,0
GOLGA2,0.0,0.022330650630499,0.0369837331413339,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
TGFBR1,0.0247745547468901,0.0105057830061037,0.0176124930000057,0.4391143911439115,1,0,0,0,0,0,1,0,0,0,1
FKBP1A,0.0,0.007319892787735,0.061272748774578,0.0,0,0,0,0,0,0,0,0,0,0,0
RASGRF2,0.024888577551677,0.400084303857619,0.1668906385002374,0.0,1,0,0,0,0,0,0,0,0,0,0
RASGRF1,0.0247920521034399,0.0894880107652282,0.0396556761156451,0.0,1,0,0,0,0,0,0,0,0,0,0
GRIA2,0.0723848513169653,0.1728457556155581,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
GRIA1,0.0491692936389272,0.3676505586409307,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
TYK2,0.0,0.010403780974593,0.0426518246664779,0.0,0,0,0,0,0,0,0,0,0,1,1
IFNAR1,0.0,0.0018275350139675,0.0373984324826354,0.0,0,0,0,0,1,0,0,0,0,1,1
TFB2M,0.0,0.111015224581951,0.0294144081137109,0.9889298892988932,0,0,0,0,0,0,0,0,0,0,0
POLRMT,0.0,0.0037331716571592,0.0280594432048988,0.3210332103321033,0,0,0,0,0,0,0,0,0,0,0
DGCR8,0.0,0.0030477550954768,0.0391700987610919,0.0,0,0,0,0,0,0,0,0,0,0,0
DROSHA,0.0,0.0102553888115957,0.0781922665844638,0.0,0,0,0,0,0,0,0,0,0,0,0
TSNAX,0.0250538907830438,0.012880506980073,0.0665688453451238,0.9889298892988932,0,0,0,0,0,0,0,0,0,0,0
TSN,0.0,0.0076666646590091,0.0409991692196348,0.0,0,0,0,0,0,0,0,0,0,0,0
BAZ2A,0.0235297074634339,0.0057454688560858,0.0830316829207348,0.0,0,0,0,0,0,0,0,0,0,0,0
DNMT3A,0.0,0.0424078614080522,0.1226607729278825,0.0,0,0,0,0,0,0,0,0,0,0,0
DNMT3L,0.0,0.2871258580694997,0.250741126685038,0.0,0,0,0,0,0,0,0,0,0,0,0
DNMT3B,0.0,0.0097992041701973,0.129753958597227,0.0,0,0,0,0,0,0,0,0,0,0,0
CUL1,0.0,0.0240909263997253,0.0103659342798646,0.1254612546125461,0,0,1,0,0,1,1,0,0,0,0
CAND1,0.0996228389310717,0.0097143237130017,0.0107672778539804,0.0,0,0,0,0,0,0,0,0,0,0,0
TFRC,0.0,0.0034288368680482,0.1163827295586032,0.0,0,0,0,0,0,0,1,0,0,0,0
HFE,0.0,0.007852403396704,0.0340932957105749,0.0,0,0,0,0,0,0,1,0,0,0,0
TF,0.0497138022728597,0.0544705388291569,0.1191522092929045,0.0,0,0,0,0,0,0,1,0,0,0,0
HSD17B8,0.0,0.0281138256771716,0.0488706118135029,0.0,0,0,0,0,0,0,0,0,0,0,0
CBR4,0.0,0.0223521100022338,0.1060178247019315,0.0,0,0,0,0,0,0,0,0,0,0,0
CCNB2,0.0,0.0172337762644421,0.3871206220009823,0.0,0,0,1,1,0,0,0,0,0,0,0
SBF1,0.0249360130465618,0.0083512558825822,0.1314225907934941,0.3062730627306274,0,0,0,0,0,0,0,0,0,0,0
MTMR2,0.0,0.0147760432333223,0.0616685610434029,0.0,0,0,0,0,0,0,0,0,0,0,0
MTMR7,0.0246626877918243,0.3431348609631181,0.017001748062281,0.0,0,0,0,0,0,0,0,0,0,0,0
MTMR9,0.0,0.0111675643773695,0.0474908426376768,0.0,0,0,0,0,0,0,0,0,0,0,0
PIK3CB,0.0,0.0404575272714896,0.0276267362791669,0.0,0,0,0,0,1,0,0,1,0,1,1
PIK3R2,0.0,0.0015298598972114,0.0730927329051042,0.0,0,0,0,0,1,0,0,1,0,1,1
PIK3CD,0.0247598014844465,0.0565058593277174,0.0929492311086621,0.0,0,0,0,0,1,0,0,1,0,1,1
PIK3R3,0.0,0.0039875539806339,0.0822663435395177,0.0,0,0,0,0,1,0,0,1,0,1,1
PIK3R5,0.0,0.1676708308755565,0.0707157547268631,0.8339483394833949,0,0,0,0,1,0,0,0,0,0,0
PIK3CG,0.0,0.5019769088403305,0.0598469881295418,0.1254612546125461,0,0,0,0,1,0,0,0,0,0,0
PLEKHA2,0.0,0.0341298748163092,0.0598279511731606,0.0,0,0,0,0,0,0,0,0,0,0,0
PTPN13,0.0734720699885919,0.1593971839524171,0.2128548405836378,0.6309963099630997,0,0,0,0,0,0,0,0,0,0,0
PLEKHA1,0.0494969682700872,0.0039727017344898,0.0240021500570222,0.3874538745387454,0,0,0,0,0,0,0,0,0,0,0
MTMR6,0.0249975407404901,0.0636000614843994,0.0117297741353743,0.0,0,0,0,0,0,0,0,0,0,0,0
SBF2,0.074913003568073,0.0077632042786724,0.0461758085678932,0.0,0,0,0,0,0,0,0,0,0,0,0
MTM1,0.0,0.1427628885655419,0.0386253148666457,0.0,0,0,0,0,0,0,0,0,0,0,0
MTMR12,0.0,0.0174005847297014,0.0007338947845757,0.0,0,0,0,0,0,0,0,0,0,0,0
GAB2,0.0,0.0031225468516512,0.0924433911831301,0.0,0,0,0,0,0,0,0,0,0,0,0
ITPR1,0.0932158516642586,0.0267611336332552,0.0013262921687034,0.0,0,1,0,0,0,0,0,0,0,0,0
MRVI1,0.0246174367719612,0.3665896885529893,0.0498086585640872,0.0,0,0,0,0,0,0,0,0,0,0,0
PTPN6,0.0250258542209178,0.0705938985245473,0.0052113136776207,0.0,0,0,0,0,0,0,0,0,0,0,0
PECAM1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
PTPN11,0.0,0.0002498786305896,0.0032568001470853,0.0,0,0,0,0,0,0,0,0,0,0,0
IL6R,0.0,0.009673154440168,0.0384634641944732,0.0,0,0,0,0,1,0,0,1,0,0,0
IL6,0.0250425636328034,0.1506968778910628,0.199460339914162,0.0,0,0,0,0,1,0,0,1,1,0,1
STAT1,0.0745074503488563,0.0025839381687297,0.0280678150518197,0.0,0,0,0,0,0,0,0,0,0,1,1
STAT3,0.0745106265409634,0.0162627606940109,0.0398154213532428,0.0,0,0,0,0,0,0,0,0,0,1,1
KDR,0.0249841492017216,0.0,0.0418104613672401,0.0,1,1,0,0,1,0,0,0,0,0,0
HRG,0.0751032126900368,0.1234588379425268,0.1537933284116736,0.0,0,0,0,0,0,0,0,0,0,0,0
PLG,0.0250170733620908,0.1704503408554072,0.1909823190628635,0.0,0,0,0,0,0,0,0,0,0,0,0
ANXA2,0.0,0.0434939167619083,0.1215899883733911,0.0,0,0,0,0,0,0,0,0,0,0,0
S100A10,0.0,0.0442820495076666,0.1326415063364796,0.0,0,0,0,0,0,0,0,0,0,0,0
SERPINF2,0.0,0.0036474809336971,0.1367121855583536,0.8339483394833949,0,0,0,0,0,0,0,0,0,0,0
PLAU,0.0,0.1454092917080821,0.1086036655355789,0.0,0,0,0,0,0,0,0,0,0,0,0
PLAUR,0.0,0.0409838611654597,0.0659853494491739,0.0,0,0,0,0,0,0,0,0,0,0,0
ATP7A,0.0740843540869525,0.029446597795013,0.0489893510835438,0.0,0,0,0,0,0,0,0,0,0,0,0
PDZD11,0.0250494813995172,0.1358661974481236,0.0747413005116058,0.0,0,0,0,0,0,0,0,0,0,0,0
CLCN7,0.0248359845689009,0.0563913805884067,0.1184562547454548,0.0,0,0,0,0,0,0,0,0,0,0,0
OSTM1,0.0,0.0063811997026567,0.0275461334616843,0.0,0,0,0,0,0,0,0,0,0,0,0
TXN,0.0,0.0012075381975661,0.0612989236520666,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
TXNIP,0.0,0.0176498628668977,0.0598675090328178,0.0,0,0,0,0,0,0,0,0,0,0,0
NLRP3,0.048948901949889,0.5101858664426359,0.08331133621283,0.9889298892988932,0,0,0,0,0,0,0,0,0,0,0
MEFV,0.0,0.0573933348577633,0.127790020830617,0.0,0,0,0,0,0,0,0,0,0,0,0
PSTPIP1,0.0,0.2456443310734687,0.0018612330536051,0.0,0,0,0,0,0,0,0,0,0,0,0
PYCARD,0.0,0.0714591040187743,0.0675201115948349,0.0,0,0,0,0,0,0,0,0,0,0,0
CGA,0.0,0.3559298652007689,0.1196549152250354,0.0,0,0,0,0,0,0,0,0,0,0,0
LHB,0.0,0.0993270990474867,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
AVPR2,0.0250070304417034,0.0,0.0488371485929557,0.3210332103321033,0,0,0,0,0,0,0,0,0,0,0
AVP,0.0,0.1373375530908113,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
GCG,0.0,0.3633153952504591,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
GCGR,0.0,0.0,0.3379551876789994,0.0,0,0,0,0,0,0,0,0,0,0,0
RAMP3,0.0,0.030422456823709,0.1056545378913756,0.0,0,0,0,0,0,0,0,0,0,0,0
CALCR,0.0,0.0691834773830164,0.1904230344229519,0.0,0,0,0,0,0,0,0,0,0,0,0
RAMP1,0.0,0.0864379639531392,0.0944029460861226,0.2287822878228782,0,0,0,0,0,0,0,0,0,0,0
TSHB,0.0,0.5772728803897268,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
GPHB5,0.0,0.4783398319277136,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
GPHA2,0.0,0.1007897242498086,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
CALCRL,0.0,0.0,0.044071581667962,0.0,0,0,0,0,0,0,0,0,0,0,0
RAMP2,0.0,0.0794347681892584,0.041407836537148,0.0,0,0,0,0,0,0,0,0,0,0,0
GLP2R,0.0249880992985523,0.3040074030568172,0.3852562153351292,0.8339483394833949,0,0,0,0,0,0,0,0,0,0,0
FSHB,0.0,0.7085760529115648,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
ITGAV,0.0,0.0030775836295468,0.0619401831449934,0.0,0,0,0,0,1,0,0,0,0,0,0
ITGB5,0.0,0.0205278351277918,0.0592376608095412,0.0,0,0,0,0,1,0,0,0,0,0,0
STX4,0.0,0.0003279282572117,0.0707393148827826,0.0,0,0,0,0,0,0,0,0,0,0,0
SEC22B,0.0,0.0084442706371053,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
GLI3,0.0498554995349782,0.0619317409461407,0.058796479499273,0.0,0,0,0,0,0,0,0,0,0,0,0
PTCH1,0.024544679594177,0.1695623894729574,0.030048858177939,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
GLI1,0.0,0.0131541705666091,0.1515899226759658,0.0,0,0,0,0,0,0,0,0,0,0,0
GLI2,0.0497531983696196,0.5874299153686072,0.1068852909708341,0.0,0,0,0,0,0,0,0,0,0,0,0
SUFU,0.024969140347189,0.0028716799683024,0.0343577346905434,0.0,0,0,0,0,0,0,0,0,0,0,0
NUMB,0.0,0.0098338923318758,0.0102999067593413,0.0,0,0,0,0,0,0,0,0,0,0,0
ITCH,0.0,0.008335398518904,0.0436661799133197,0.0,0,0,0,0,0,0,0,1,0,0,0
ABHD5,0.0,0.0,0.0257331332949626,0.0,0,0,0,0,0,0,0,0,0,0,0
PLIN1,0.0,0.1118468151563438,0.1910795958403369,0.4870848708487085,0,0,0,0,0,0,0,0,0,0,0
LIPE,0.0,0.1778385926330351,0.0320094279272865,0.0,0,0,0,0,0,0,0,0,0,0,0
FABP4,0.0,0.4481986995065332,0.1497451627602015,0.0,0,0,0,0,0,0,0,0,0,0,0
KCNJ16,0.0741910424493196,0.4221605268748033,0.4775645994525572,0.0,0,0,0,0,0,0,0,0,0,0,0
KCNJ15,0.0243002274270654,0.1302892269371361,0.1742858334569083,0.0,0,0,0,0,0,0,0,0,0,0,0
KCNJ10,0.0244540685117981,0.1753813257193555,0.3027089897030615,0.0,0,0,0,0,0,0,0,0,0,0,0
CXCL16,0.0,0.0041795763553393,0.0218267749251868,0.8339483394833949,0,0,0,0,0,0,0,0,0,0,0
CXCR6,0.024984178895162,0.0,0.0789933431119306,0.0,0,0,0,0,0,0,0,0,0,0,0
C5AR1,0.0,0.1998655651548546,0.1113456503467898,0.0,0,0,0,0,0,0,0,0,1,0,0
C5,0.0750291959360409,0.0,0.0829672155988152,0.4391143911439115,0,0,0,0,0,0,0,0,1,0,0
CX3CL1,0.0,0.1008746977276944,0.058858156042324,0.0,0,0,0,0,0,0,0,0,0,0,0
CX3CR1,0.0,0.1627314846828849,0.0934611285930853,0.0,0,0,0,0,0,0,0,0,0,0,0
TAS1R2,0.0500814112742249,0.3676142160321097,0.0,0.5239852398523986,0,0,0,0,0,0,0,0,0,0,0
TAS1R3,0.0250507860400372,0.3432941397209431,0.113130761976464,0.5977859778597787,0,0,0,0,0,0,0,0,0,0,0
TAS1R1,0.0,0.1535665843289448,0.1094857954735503,0.5977859778597787,0,0,0,0,0,0,0,0,0,0,0
GABBR2,0.0250398140877843,0.0370656941169906,0.0047941543459074,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
GABBR1,0.0498326281789517,0.0917645738670631,0.0323731420831685,0.0,0,0,0,0,0,0,0,0,0,0,0
IL10RB,0.025039414076667,0.017691434907334,0.0052844632563345,0.0,0,0,0,0,0,0,0,0,0,0,0
GABPB1,0.0,0.0007430178409163,0.0395114064502791,0.0,0,0,0,0,0,0,0,0,0,0,0
GABPA,0.0248821069674462,0.0057444180993045,0.0098724345855025,0.0,0,0,0,0,0,0,0,0,0,0,0
TNPO1,0.0248891763089604,0.0205469970067387,0.031160963826833,0.0,0,0,0,0,0,0,0,0,0,0,0
KIF17,0.0249050817750975,0.1679103241908329,0.0411231919522025,0.5239852398523986,0,0,0,0,0,0,0,0,0,0,0
GSTA1,0.0,0.0627680192850676,0.1166189552876066,0.0,0,0,0,0,0,0,0,0,0,0,0
GSTA2,0.0,0.0,0.2495398660965236,0.0,0,0,0,0,0,0,0,0,0,0,0
GCLC,0.0248703660008668,0.0020754735568179,0.0433814162263465,0.0,0,0,0,0,0,0,0,0,0,0,0
GCLM,0.0250124938594555,0.001908006147968,0.0163832403293298,0.0,0,0,0,0,0,0,0,0,0,0,0
INS,0.0,0.5387470286114108,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0
INSR,0.0499215345344449,0.0304024276690085,0.0017978668811003,0.0,1,0,0,0,1,0,0,1,0,0,0
ABCD2,0.0,0.1064849053094135,0.0874155633425922,0.0,0,0,0,0,0,0,0,0,0,0,0
ABCD1,0.0,0.3037048821219317,0.1015629859668431,0.3210332103321033,0,0,0,0,0,0,0,0,0,0,0
ABCD3,0.0,0.0057630790246876,0.0569411188879333,0.0,0,0,0,0,0,0,0,0,0,0,0
ABCG5,0.0247226464264133,0.0996484236708283,0.0676289246619849,0.0,0,0,0,0,0,0,0,0,0,0,0
ABCG8,0.0,0.0,0.0574473527293162,0.0,0,0,0,0,0,0,0,0,0,0,0
CHRNB2,0.0249496109339839,0.0103195919351675,0.0496645063311264,0.0,0,0,0,0,0,0,0,0,0,0,0
CHRNA4,0.0749253535940549,0.1035755867130654,0.3354465741897246,0.4723247232472326,0,0,0,0,0,0,0,0,0,0,0
CHRNA3,0.0,0.0476885914937448,0.0920636735032138,0.0,0,0,0,0,0,0,0,0,0,0,0
CHRNB4,0.0,0.1308003427789824,0.1746843694947746,0.0,0,0,0,0,0,0,0,0,0,0,0
FOXM1,0.0,0.0038585957425708,0.3814135773757917,0.0,0,0,0,0,0,0,0,0,0,0,0
PLK1,0.0250535221878411,0.0740832111570198,0.3429382926854399,0.0,0,0,1,0,0,0,0,0,0,0,0
CENPF,0.074531887455475,0.0119150325064761,0.3957300415036047,0.0,0,0,0,0,0,0,0,0,0,0,0
TACR1,0.0,0.0300336423688821,0.0388659870026833,0.0,0,1,0,0,0,0,0,0,0,0,0
TAC1,0.0,0.2955630382003855,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
TACR2,0.0,0.3979684680600718,0.0542689714996582,0.0,0,1,0,0,0,0,0,0,0,0,0
OXTR,0.0250462656559713,0.0109361202496557,0.0457778770469193,0.0,0,1,0,0,0,0,0,0,0,0,0
OXT,0.0,0.2506735605237782,0.5591396440073131,0.0,0,0,0,0,0,0,0,0,0,0,0
CRH,0.0,0.025980771235797,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
CRHBP,0.0,0.0724894689453889,0.6340519414087016,0.0,0,0,0,0,0,0,0,0,0,0,0
ADGRE5,0.0249879280718477,0.0499948321958699,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
CD55,0.0,0.0817121610916007,0.0109779800093134,0.0,0,0,0,0,0,0,0,0,0,0,0
CBY1,0.0,0.0027868012907083,0.0223650713471935,0.0,0,0,0,0,0,1,0,0,0,0,0
CTNNB1,1.0,0.0,0.0280712085034884,0.0,0,0,0,0,0,1,0,0,1,1,0
CTNNBIP1,0.0,0.008818452177798,0.0332958990055151,0.0,0,0,0,0,0,1,0,0,0,0,0
CHD8,0.0247985789318678,0.0,0.0640718548668358,0.0,0,0,0,0,0,1,0,0,0,0,0
MCFD2,0.0,0.0003325898150959,0.0016132871908895,0.0,0,0,0,0,0,0,0,0,0,0,0
LMAN1,0.0499859272804554,0.011700392442029,0.060940236757465,0.3468634686346865,0,0,0,0,0,0,0,0,0,0,0
TMED10,0.0,0.0023515299086889,0.0029789966558543,0.0,0,0,0,0,0,0,0,0,0,0,0
TMED2,0.0,0.0126120393715777,0.0185532173164493,0.2177121771217712,0,0,0,0,0,0,0,0,0,0,0
CD4,0.0250462571299062,0.0755506985794766,0.1777790519206021,0.0,0,0,0,0,0,0,0,0,0,0,0
LCK,0.024924053791778,0.1037041277043328,0.0252209537626624,0.5239852398523986,0,0,0,0,0,0,0,0,0,0,0
RAB3GAP1,0.0,0.0090961009678918,0.0185881048480517,0.0,0,0,0,0,0,0,0,0,0,0,0
RAB3GAP2,0.0495833908595438,0.0071780812827111,0.0675698661443426,0.0,0,0,0,0,0,0,0,0,0,0,0
NTRK2,0.0485965627036606,0.1835842511696381,0.1581026253499926,0.0,1,1,0,0,1,0,0,0,0,0,0
BDNF,0.0,0.1315277812017915,0.039485799616092,0.0,1,0,0,0,1,0,0,0,0,0,0
NTF4,0.0,0.1871729125790491,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0
IL2RB,0.0500514895094469,0.0369538110340108,0.1532942865887969,0.0,0,0,0,0,1,0,0,0,0,0,0
JAK1,0.1247517451233914,0.0073764352698697,0.0087283185869076,0.0,0,0,0,0,1,0,0,0,0,1,1
JAK3,0.0496252355736958,0.002265208921697,0.0087263324021183,0.0,0,0,0,0,1,0,0,0,0,0,1
IL2RG,0.0250376540292144,0.330326601490462,0.0320769150025517,0.0,0,0,0,0,1,0,0,0,0,0,0
PTK2B,0.0248500935103907,0.0105246685482973,0.0329689452782829,0.0,0,1,0,0,0,0,0,0,0,0,1
EBI3,0.0,0.202804682979308,0.1006398523673128,0.3210332103321033,0,0,0,0,0,0,0,0,0,0,0
IL27,0.0,0.1001133324537099,0.1353460435399117,0.0,0,0,0,0,0,0,0,0,0,0,0
NECTIN1,0.0,0.0012381817846407,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
NECTIN3,0.0,0.0045637468725835,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
NECTIN4,0.0,0.1328167332927772,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
NECTIN2,0.0,0.005121899385455,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
PVR,0.0,0.0431243319252478,0.0158865149341772,0.0,0,0,0,0,0,0,0,0,0,0,0
IL12B,0.0,0.094371387948281,0.1607671239047919,0.0,0,0,0,0,0,0,0,0,1,0,0
IL12A,0.0499985734302714,0.0108510500325656,0.0173153104667763,0.0,0,0,0,0,0,0,0,0,1,0,0
IL12RB1,0.0499493451013625,0.2672264841733082,0.0728756596259454,0.0,0,0,0,0,0,0,0,0,0,0,0
IL12RB2,0.0748127565275846,0.2806817917393769,0.0354035930553866,0.0,0,0,0,0,0,0,0,0,0,0,0
JAK2,0.0500256818249099,0.0009170619198587,0.0297801466039779,0.0,0,0,0,0,1,0,0,0,0,0,1
TLR2,0.0249412158272997,0.0,0.0901384836981951,0.0,0,0,0,0,1,0,0,0,0,0,1
TLR1,0.0,0.0727699819527181,0.0834643820942929,0.0,0,0,0,0,0,0,0,0,0,0,0
TLR6,0.0,0.0,0.0448047279791892,0.0,0,0,0,0,0,0,0,0,0,0,0
RBPJ,0.0,0.0005869913843047,0.0065120862179061,0.3136531365313653,0,0,0,0,0,0,0,0,0,0,0
SNW1,0.0250184813433106,0.0132294672240043,0.0359939184120849,0.0,0,0,0,0,0,0,0,0,0,0,0
NOTCH1,0.0748590835776684,0.0128169799992523,0.0343881604485468,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
HIF1A,0.0238217728273519,0.0193764990463021,0.0043176860484179,0.0,0,0,0,0,0,0,0,0,0,0,0
JAG1,0.0,0.0049704897732836,0.0393912415105465,0.0,0,0,0,0,0,0,0,0,0,0,0
JAG2,0.0,0.0763822953905095,0.1720851413435739,0.4907749077490775,0,0,0,0,0,0,0,0,0,0,0
CBL,0.0248665357174419,0.0048326582971057,0.0397299294028066,0.3431734317343173,0,0,0,0,0,0,0,0,0,0,0
NCAM1,0.0483861627241062,0.0464682580022101,0.282336439364913,0.3431734317343173,0,0,0,0,0,0,0,0,0,0,0
NCAN,0.0249515524957392,0.086334782034687,0.1497360078019634,0.0,0,0,0,0,0,0,0,0,0,0,0
COL4A2,0.0250219620074892,0.1213336931740461,0.1782810988729413,0.2472324723247232,0,0,0,0,1,0,0,0,0,0,0
COL4A1,0.049945364255723,0.0899884487035367,0.189680433692295,0.2472324723247232,0,0,0,0,1,0,0,0,0,0,0
HLA-C,0.0,0.0117390481257222,0.0281207986910337,0.0,0,0,0,0,0,0,0,0,0,0,0
B2M,0.0499990178553755,0.0038164715627482,0.0170883977089342,0.0,0,0,0,0,0,0,0,0,0,0,0
KIR2DS5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
TYROBP,0.0,0.0089111807950234,0.0634180768317281,0.0,0,0,0,0,0,0,0,0,0,0,0
CLEC5A,0.0,0.5596087189346511,0.0608568311984185,0.1254612546125461,0,0,0,0,0,0,0,0,0,0,0
NCR2,0.0,0.5159921897517777,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
SIRPB1,0.0247724730812099,0.0,0.0810594527116037,0.0,0,0,0,0,0,0,0,0,0,0,0
TREM1,0.0249941946004729,0.4787982337393783,0.1466302216150972,0.0,0,0,0,0,0,0,0,0,0,0,0
TREM2,0.0,0.6185030843564264,0.1993131600102288,0.0,0,0,0,0,0,0,0,0,0,0,0
CD300E,0.0,0.6202227676399827,0.1698008042710001,0.0,0,0,0,0,0,0,0,0,0,0,0
CD300LB,0.0249750653256306,0.3050188590107932,0.0724133092662278,0.0,0,0,0,0,0,0,0,0,0,0,0
GRAP2,0.0249833724563745,0.5888234654338478,0.0100999096178776,0.0,0,0,0,0,0,0,0,0,0,0,0
LCP2,0.099461436886946,0.4850997018565742,0.0822710411384414,0.0,0,0,0,0,0,0,0,0,0,0,0
