Gene,MF: CESC,METH: CESC,GE: CESC,CNA: CESC,hsa04064,hsa04110_genes,hsa04115_genes,hsa04150,hsa04151,hsa04210,hsa04310,hsa04330,hsa04510,hsa04520,hsa04530,hsa04612,hsa04620,hsa04630
MYD88,0.0,0.0111420780758593,0.0774314790137917,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
NFKB1,0.0551400392773527,0.0054481557031311,0.0082348273324406,0.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
RELA,0.0,0.0056999961757261,0.0479734287791021,0.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
UBE2B,0.0,0.0012852106730215,0.0652730879229197,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAD18,0.0282326422548595,0.007767661468704,0.1086777072833343,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR48,0.0277448153678532,0.0724122124669055,0.0851163234011953,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP1,0.0282030741739868,0.0020198276000624,0.056695382574128,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REV3L,0.05141873622842,0.0070176000358118,0.2853179841357081,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAD2L2,0.0,0.0393863714078056,0.0416898122331765,0.1762114537444934,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RCHY1,0.0560777084039121,0.0044058685814281,0.0556450533585712,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
POLH,0.0,0.0040273302735632,0.03981300081664,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM25,0.0,0.0156600828229613,0.0169956833026886,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UBE2L6,0.0,0.0001210399665766,0.0535448472680456,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA7,0.0,0.1076769964504162,0.019075130038327,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISG15,0.0282528150908536,0.0010191694822194,0.1911378129946296,0.1762114537444934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUMO3,0.0274090387521142,0.072256165759842,0.0225347441359355,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAAP24,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FANCM,0.0811528628789637,0.0032008574232571,0.079569545323749,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENPX,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENPS,0.0,0.0083194541954726,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FANCI,0.0,0.0107070525251208,0.3485030561181346,0.3348017621145374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FANCD2,0.0811769203952308,0.0081767618870321,0.277038117672789,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCCA,0.0,0.00705593998383,0.0593979149559598,0.3039647577092511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCCB,0.0,0.0030471778943872,0.0660243667048245,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCCC2,0.0,0.0068137750210622,0.100346085536321,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCCC1,0.0,0.3612616283808521,0.0585491967453438,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLCF1,0.0,0.0260534554613359,0.1782579017745433,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CRLF1,0.0,0.0534026654930268,0.0846599027668796,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRKCSH,0.0,0.0260504294141398,0.0004937596413847,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GANAB,0.0793590055721803,0.0188031159717613,0.0070554765242924,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALR,0.0560585619879065,0.0045828530551871,0.0948300256650637,0.1894273127753304,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CANX,0.0,0.0296397745160973,0.0175199653040534,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RAD51B,0.0,0.0005273171254166,0.0878335303547922,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NME2,0.0,0.0136631126328285,0.0716622090161414,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NME1,0.0,0.0010963882909531,0.1350554983116274,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APPL1,0.0,0.0119397503230256,0.0465819115577079,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCC,0.0535525544728316,0.6530880493768025,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGED1,0.0549936359258773,0.1464163267923131,0.047569307538737,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC5A,0.0267259033261304,0.1893511847845058,0.1486350448130547,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP3R1,0.0,0.0946668436722557,0.0042491795020869,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PPP3CC,0.0563865729822582,0.0061626169680584,0.1072678087177535,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BCL2,0.0281866150980328,0.0189094592381495,0.3149694683212279,0.0,1,0,1,0,1,1,0,0,1,0,0,0,0,1
BAD,0.0,0.0004728177378693,0.0386479779797969,0.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
BAK1,0.0,0.0066816298223767,0.1729605277007713,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
CYCS,0.0,0.0175274606784122,0.1195240077805432,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
XIAP,0.0511437783741782,0.0318439043972362,0.0027675162517023,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
CASP3,0.0281472496888239,0.0101786362516982,0.0876396268311966,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
CASP7,0.0,0.0086772280322016,0.0483493946214257,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CASP9,0.0,0.0085985699188857,0.029970963442302,0.1762114537444934,0,0,1,0,1,1,0,0,0,0,0,0,0,0
DIABLO,0.0,0.0867647285766906,0.0147019333422654,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DFFB,0.0,0.0182634783691828,0.0279272894588983,0.1762114537444934,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DFFA,0.0,0.015083583044983,0.0118055327569993,0.1762114537444934,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KPNA1,0.0842909673404073,0.0856367261102996,0.0730669378123293,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KPNB1,0.1125977462977213,0.0035337137783557,0.0793344154166675,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAK2,0.0,0.1065437362574361,0.0478957502514404,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ARHGAP10,0.0,0.0303111699776056,0.0815956992809111,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIPK1,0.0,0.0023758725681961,0.000865107038521,0.2026431718061674,1,0,0,0,0,1,0,0,0,0,0,0,1,0
RIPK3,0.0,0.2478913412486341,0.0956993413049587,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCH1,0.0,0.0070530900364987,0.1456702209767309,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCHFR,0.0282471353475889,0.0058440160436117,0.1657060777045657,0.3083700440528634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBE2V1,0.0,0.0284066279276539,0.0122116566082518,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAF6,0.0,0.0311236340616495,0.0719235283202344,0.1013215859030837,1,0,0,0,0,0,0,0,0,0,0,0,1,0
IRAK2,0.0,0.0394706946605188,0.0585957853916842,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HBEGF,0.0,0.0520372307354123,0.0009354249307119,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPZA2,0.0,0.0049992270896671,0.0868108827518847,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPZB,0.0,0.0181469136139755,0.0340356859466398,0.1762114537444934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPZA3,0.0,0.1333231745139264,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPZA1,0.0841900280867226,0.0033060959227811,0.0946008812781751,0.1497797356828194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GORASP1,0.0560683622563781,0.0,0.0308468129015135,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA2,0.0280324955538619,0.0547343634469328,0.0111773859721509,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGFBR1,0.0277238011877718,0.0472025862595335,0.0418613152259492,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
FKBP1A,0.0,0.063573891919904,0.0399646019606569,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RASGRF2,0.0542725144183007,0.4128902293979606,0.2659619932139831,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RASGRF1,0.0,0.3227157272163432,0.0610634951942011,0.3348017621145374,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GRIA2,0.0,0.7035391018939761,0.773810980271518,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRIA1,0.0273984702713372,0.1297076790461152,0.3629481782458483,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TYK2,0.0534229008801051,0.0144504835809845,0.0777571331182485,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
IFNAR1,0.0270870782067397,0.0043283099588566,0.0148902648156948,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TFB2M,0.0,0.0893824186283568,0.0625671324359278,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLRMT,0.0,0.0087668212861781,0.0261451183538806,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGCR8,0.0278551122784751,0.0119782222618976,0.02344039653414,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DROSHA,0.0276267914927216,0.0074801677926546,0.0292016342764044,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSNAX,0.0,0.0129197435003056,0.0295442096839734,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSN,0.0,0.0068379743333387,0.0108421880884161,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAZ2A,0.0800996482157666,0.0092500396944197,0.0175861190733968,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNMT3A,0.0535394115453974,0.0028209346129559,0.0350831014766126,0.3480176211453745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNMT3L,0.0281978334332359,0.3474315635544457,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNMT3B,0.0,0.0248322810001228,0.1681808857640744,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUL1,0.0820397429362961,0.2320127362164772,0.0314233822925941,0.2643171806167401,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CAND1,0.0543434080957317,0.0019902979644777,0.0589732935164493,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TFRC,0.0,0.0189251885482648,0.1817994389730955,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HFE,0.0,0.0932722698335532,0.0433181643729991,0.2026431718061674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TF,0.0,0.2878457920708243,0.0239342443402085,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSD17B8,0.0,0.1383401277160375,0.0574855662219541,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBR4,0.0,0.004609999972346,0.0213200965926099,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNB2,0.0,0.0035397458913486,0.5784262748816857,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
SBF1,0.1113473889740872,0.0083664878723568,0.0355295831455066,0.3832599118942731,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTMR2,0.0,0.0036346868159342,0.0313917654786531,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTMR7,0.0282206792320402,0.38262722148971,0.0802270806678351,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTMR9,0.0,0.1187082582709705,0.088614449217346,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIK3CB,0.0,0.0057237268437649,0.0865020067602887,0.0,0,0,0,1,1,1,0,0,1,0,0,0,1,1
PIK3R2,0.0,0.0042345328541967,0.4420800909373082,0.0,0,0,0,1,1,1,0,0,1,0,0,0,1,1
PIK3CD,0.0,0.0906667867783565,0.0091239424565482,0.1762114537444934,0,0,0,1,1,1,0,0,1,0,0,0,1,1
PIK3R3,0.0279906358410653,0.0037714490723026,0.0087920586854826,0.0,0,0,0,1,1,1,0,0,1,0,0,0,1,1
PIK3R5,0.052044996789396,0.4642434893277306,0.0807317630146065,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PIK3CG,0.0561799345651244,0.213422148587343,0.026010201627142,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PLEKHA2,0.0,0.065571063210698,0.0189206788289068,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTPN13,0.0,0.008706311795409,0.0406380198977214,0.4537444933920704,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PLEKHA1,0.0279633800497864,0.0237605307787606,0.0174947965521204,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTMR6,0.0,0.0071434086133387,0.0797359668162715,0.4317180616740089,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBF2,0.0838771270623821,0.0478175847434371,0.0681849693514044,0.4493392070484582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTM1,0.0,0.0183081836229456,0.0084000381341612,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTMR12,0.0278005897438578,0.0083959300132575,0.0936953869189702,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB2,0.0,0.0001364197073392,0.268740773880119,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITPR1,0.0247311282151642,0.0335922580576552,0.3473212286478147,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MRVI1,0.0557997881490518,0.4657003349877974,0.4494162615083051,0.4493392070484582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTPN6,0.0,0.4907801911756573,0.1821995583687563,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
PECAM1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTPN11,0.0281791865062369,0.0055485401227934,0.0436829862052499,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IL6R,0.0,0.043627977723982,0.1474115780639657,0.6960352422907488,0,0,0,0,1,0,0,0,0,0,0,0,0,1
IL6,0.0,0.2327744645564002,0.0532379305550733,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
STAT1,0.0279932315530523,0.0020265240570083,0.1837775126156296,0.1806167400881057,0,0,0,0,0,0,0,0,0,0,0,0,1,1
STAT3,0.1670080256656871,0.010495440743827,0.02022990792266,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KDR,0.0541468638674959,0.0,0.4128523966748323,0.092511013215859,0,0,0,0,1,0,0,0,1,0,0,0,0,0
HRG,0.0,0.0306193985766558,0.1216828951831257,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLG,0.0841285765563687,0.1886965193352487,0.1386443305883646,0.4405286343612335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANXA2,0.0282370712050531,0.0039325971520764,0.1234319701697052,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100A10,0.0,0.1126841464046719,0.114752325822853,0.6960352422907488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERPINF2,0.0,0.0217661614889568,0.0294537132569907,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLAU,0.0,0.0332361021125773,0.2339166879464032,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PLAUR,0.0271888011679611,0.0073429673228693,0.1722462042107373,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP7A,0.1102574526548366,0.166722615182187,0.0243196288717525,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDZD11,0.0,0.0546886111915522,0.0357390697532514,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLCN7,0.0,0.0024325345546014,0.0028414598869213,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSTM1,0.0,0.0061855406655586,0.0985378728072137,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXN,0.0,0.0025575208819689,0.1279932224179963,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXNIP,0.0,0.0098012794082841,0.2539433874018846,0.1497797356828194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLRP3,0.0,0.1978243757516818,0.0451967511313886,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEFV,0.0281621621133612,0.3351778122145165,0.053622675581319,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSTPIP1,0.0564291435904179,0.176199328217042,0.0683698407191222,0.3348017621145374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYCARD,0.0,0.1310158171152867,0.1463326912551594,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CGA,0.0,0.0663098051490819,0.0834624487928393,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHB,0.0,0.0759281332182474,0.1623936864368976,0.1674008810572687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVPR2,0.0828810873809264,0.0,0.4353440685772549,0.3303964757709251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVP,0.0,0.2473976602494302,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCG,0.0282240564908491,0.1481443577205599,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCGR,0.0,0.0,0.0329547904227689,0.2246696035242291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAMP3,0.0,0.1142325600948256,0.299442661854288,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALCR,0.0273857805135941,0.4216614660696626,0.1344422752880316,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAMP1,0.0282746714945237,0.1457774659115354,0.5499900915644453,0.5682819383259912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSHB,0.0282565165786226,0.1000557343524999,0.0,0.1497797356828194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPHB5,0.0,0.1366314690801168,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPHA2,0.0,0.2796876725362356,0.0804440752250829,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALCRL,0.0282167384726874,0.0,0.3209913449225905,0.1806167400881057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAMP2,0.0,0.2405634180366564,0.3297279075502444,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLP2R,0.0273496222902829,0.1993423326149713,0.4680629860296353,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSHB,0.0,0.4953926282434688,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITGAV,0.0277564335350826,0.0079294232165957,0.0448669392419897,0.1806167400881057,0,0,0,0,1,0,0,0,1,0,0,0,0,0
ITGB5,0.0,0.0046161593715158,0.0871349092744995,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
STX4,0.0,0.0007181047443207,0.0019805891727362,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEC22B,0.0,0.0067376652213908,0.0,0.1497797356828194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLI3,0.0280481989561336,0.0410798516718124,0.1914832069164381,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTCH1,0.0236707866964945,0.1019636884386888,0.1183358422172037,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLI1,0.0,0.0208949772887863,0.197333379692054,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLI2,0.0,0.850563319151862,0.3095940588821766,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUFU,0.0273323372272555,0.0093432954783012,0.0792219449263051,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUMB,0.0,0.0075750733816436,0.0341185258504853,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ITCH,0.0830126581353652,0.0371496695637971,0.0184564828941944,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ABHD5,0.0,0.0,0.1271405449085042,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLIN1,0.0,0.0044847792507469,0.1032201319371507,0.3348017621145374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIPE,0.0,0.2161733817858183,0.0393484298591959,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABP4,0.0,0.0903022774914011,0.3302103689165851,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNJ16,0.0278696873731371,0.3023589347152961,0.1889394643616199,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNJ15,0.0,0.220463757600016,0.3367015547529855,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNJ10,0.0,0.1436862693269559,0.060001633646661,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL16,0.0559319336711005,0.0062566681779389,0.1699453311936501,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCR6,0.0281898734212095,0.0,0.0645451204835202,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5AR1,0.0282500097111818,0.0463738701192354,0.0343527024499787,0.1674008810572687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5,0.0555034406825648,0.0,0.0038423236034896,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CX3CL1,0.0281704719764464,0.1644804175495738,0.0690171394537292,0.2334801762114537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CX3CR1,0.0273366158043319,0.2352495576820191,0.183972077723511,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS1R2,0.0563814081522307,0.2377375816558922,0.0,0.1762114537444934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS1R3,0.0834186042656449,0.3936826342752804,0.0922132393789762,0.1762114537444934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS1R1,0.0,0.197873882935207,0.144296994369628,0.1762114537444934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GABBR2,0.0542122085452649,0.463312835055161,0.3114003530260211,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GABBR1,0.0279456622669034,0.1025961121908352,0.2015272512818321,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL10RB,0.0,0.0050931861731321,0.0311200315927823,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GABPB1,0.0,0.0009783472556251,0.0281215607757073,0.3083700440528634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GABPA,0.02631168148119,0.0146243211831119,0.0820824065370283,0.2555066079295154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNPO1,0.0276649413711422,0.030566711698583,0.0187567251321484,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIF17,0.0261578100745002,0.0149089585266356,0.2962200875678097,0.1762114537444934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSTA1,0.0,0.0624442060965265,0.1778502959394025,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GSTA2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GCLC,0.0,0.0023238856552972,0.0099511954834215,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCLM,0.0,0.0022714289110591,0.1448645134074553,0.1497797356828194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INS,0.0,0.3494642515745176,0.0,0.4493392070484582,0,0,0,1,1,0,0,0,0,0,0,0,0,0
INSR,0.0277490715686164,0.1053391958520634,0.1585936613006795,0.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
ABCD2,0.056028752510542,0.1648714696400586,0.3091234876850155,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCD1,0.0555767503092911,0.2430794161814318,0.0818403401752036,0.3303964757709251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCD3,0.0282187547705506,0.0018498622915157,0.0479888537985639,0.1497797356828194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCG5,0.0,0.0820323255169679,0.4057351279327411,0.3480176211453745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCG8,0.026876539413223,0.0,0.0,0.3480176211453745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRNB2,0.0281011878036974,0.1088522251536636,0.1419722934851381,0.6960352422907488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRNA4,0.0,0.352911252533519,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRNA3,0.0282176080054731,0.2066677514557292,0.0416102860607291,0.3348017621145374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRNB4,0.0,0.0804039584070585,0.2525761399543011,0.3348017621145374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXM1,0.028029309275116,0.0138988276151538,0.6074083278790471,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLK1,0.0282176786705893,0.0148576171182829,0.469241104499771,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CENPF,0.0843139306797621,0.0009109915181016,0.4292665532486751,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TACR1,0.0,0.1516422372298351,0.5347861656380126,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAC1,0.0276499760979638,0.7309457520499896,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TACR2,0.0,0.3035229158967563,0.336039632540085,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OXTR,0.0,0.2065301166274583,0.1304037500316914,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OXT,0.0282554029473734,0.0169067015848415,0.0147694435994704,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRH,0.0279674272909141,0.3106298384736594,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRHBP,0.0282405016940947,0.0309980883701011,0.6562183061214603,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRE5,0.0269976324411575,0.0211869657312694,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD55,0.0276024372073206,0.0494780133884638,0.0163373078321622,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBY1,0.0282560898695598,0.0048169401897468,0.0812893793185885,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CTNNB1,0.0267633608101618,0.0,0.0449119535239806,0.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
CTNNBIP1,0.0282120918589383,0.0016428990097293,0.1728001141786781,0.1762114537444934,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CHD8,0.0225146194598335,0.0,0.0153635649127547,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
